"pollingstation","TECnum","regionmarzes","TEC","subregion","avagian","geghamian","demirchian","karapetian","harutyunian","manukian","margarian","sargsian","kocharian","total","PSnum","mon_voting","mon_counting","mon_voting_R2","NOTmon_voting","PollingStationR2","DemirchianR2","KocharianR2","votersR2","mon_votingR2","mom_countingR2","yi2","O1","O2","O3","O4","O5","O6","O7","O8","O9","AveKocharian","urban","totalvoters","turnout","R2turnout","nearNagorno","Ararat","Armavir","Gegharkunik","Kotayk","Lori","Shirak","Syunik","Tavush","Vayots_Dzor","Yerevan","phat","voterspersqkm","regiontotalvoters","regiontotalmonitors","voterpermonitoredstation","R1R2only","_Isubregion_2","_Isubregion_3","_Isubregion_4","_Isubregion_5","_Isubregion_6","_Isubregion_7","_Isubregion_8","_Isubregion_9","_Isubregion_10","_Isubregion_11","_Isubregion_12","_Isubregion_13","_Isubregion_14","_Isubregion_15","_Isubregion_16","_Isubregion_17","_Isubregion_18","_Isubregion_19","_Isubregion_20","_Isubregion_21","_Isubregion_22","_Isubregion_23","_Isubregion_24","_Isubregion_25","_Isubregion_26","_Isubregion_27","_Isubregion_28","_Isubregion_29","_Isubregion_30","_Isubregion_31","_Isubregion_32","_Isubregion_33","_Isubregion_34","_Isubregion_35","_Isubregion_36","_Isubregion_37","_Isubregion_38","_Isubregion_39","_Isubregion_40"
"  1043. Vanadzor, Taterakan 2, childrens' library",36,"Lori","Tec#36","Vanadzor",0.00779999978840351,0.210200011730194,0.229699999094009,0.0507999993860722,0,0.0165999997407198,0.00100000004749745,0.00289999996311963,0.48089998960495,1023,1043,0,0,0,1,"1043. Vanadzor, Taterakan 2, childrens' library",0.410299986600876,0.589699983596802,1126,0,0,0.668046593666077,1,0,0,0,1,0,0,0,0,0.535300016403198,1,1920,0.532812476158142,0.586458325386047,0,0,0,0,0,1,0,0,0,0,0,0.58241856098175,63.1679000854492,239343,76,3149.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"  1197. Mets Ayrum, kindergarten",40,"Lori","Tec#40","Alaverdi",0.00939999986439943,0.0157000012695789,0.0814999938011169,0,0.00310000008903444,0,0,0.00630000000819564,0.88400000333786,319,1197,1,0,1,0,"1197. Mets Ayrum, kindergarten",0.0644000023603439,0.935599982738495,326,1,0,0.875672280788422,0,0,0,1,0,0,0,1,1,0.909799993038177,0,653,0.488514542579651,0.499234288930893,0,0,0,0,0,1,0,0,0,0,0,0.282291144132614,63.1679000854492,239343,76,3149.25,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1567. Saratak, School",50,"Shirak","Tec#50","Artik",0,0.0868000015616417,0.247099995613098,0.0300999991595745,0,0.00170000002253801,0,0.00170000002253801,0.632700026035309,599,1567,1,0,0,0,"1567. Saratak, School",0.295899987220764,0.704100012779236,632,0,0,0.738699853420258,0,1,0,0,0,1,0,0,1,0.668400049209595,0,803,0.745952665805817,0.787048578262329,0,0,0,0,0,0,1,0,0,0,0,0.313617080450058,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1524. Gyumri, technical theather",49,"Shirak","Tec#49","Gyumri",0.0015999999595806,0.184599995613098,0.190999999642372,0.0448999963700771,0,0.0111999996006489,0,0.0015999999595806,0.564999997615814,623,1524,0,0,1,1,"1524. Gyumri, technical theather",0.181799978017807,0.818199992179871,902,1,0,0.715999364852905,0,0,1,0,0,0,1,0,1,0.69159996509552,1,1361,0.457751661539078,0.662747979164124,0,0,0,0,0,0,1,0,0,0,0,0.443794518709183,77.8955993652344,247824,70,3540.3427734375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1609. Vorotan, Club",51,"Shirak","Tec#51","Goris",0.00720000034198165,0.0504000000655651,0.172700002789497,0,0,0,0,0.00720000034198165,0.762600004673004,139,1609,1,0,0,0,"1609. Vorotan, Club",0.138699993491173,0.861299991607666,137,0,0,0.80950254201889,0,1,0,0,0,1,0,0,1,0.811949968338013,0,184,0.755434811115265,0.744565188884735,0,0,0,0,0,0,1,0,0,0,0,0.197547495365143,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1471. Aregnadem, School",48,"Shirak","Tec#48","Gyumri",0,0.0461999997496605,0.146200001239777,0.0230999998748302,0,0,0,0,0.784600019454956,130,1471,1,0,0,0,"1471. Aregnadem, School",0.096000000834465,0.904000043869019,125,0,0,0.821493744850159,0,1,0,0,0,1,0,0,1,0.844300031661987,1,204,0.637254893779755,0.612745106220245,0,0,0,0,0,0,1,0,0,0,0,0.200734183192253,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1486. Saragyugh, School",48,"Shirak","Tec#48","Gyumri",0,0.0399999991059303,0.159999996423721,0,0,0.00999999977648258,0,0,0.790000021457672,100,1486,0,0,0,1,"1486. Saragyugh, School",0.189999997615814,0.810000002384186,100,0,0,0.844291627407074,1,0,0,0,1,0,0,0,0,0.800000011920929,1,114,0.877192974090576,0.877192974090576,0,0,0,0,0,0,1,0,0,0,0,0.186695098876953,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1504. Lernagyugh, Club",48,"Shirak","Tec#48","Gyumri",0,0.0667000040411949,0.266699999570847,0,0,0,0,0,0.666700005531311,15,1504,0,0,0,1,"1504. Lernagyugh, Club",0,1,24,0,0,0.773987472057343,1,0,0,0,1,0,0,0,0,0.833350002765656,1,26,0.576923072338104,0.923076927661896,0,0,0,0,0,0,1,0,0,0,0,0.173711463809013,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1637. Saravan, Cultural House",51,"Shirak","Tec#51","Goris",0,0.00610000034794211,0.12729999423027,0,0,0,0,0,0.866699993610382,165,1637,0,0,0,1,"1637. Saravan, Cultural House",0.0742999985814095,0.925700008869171,175,0,0,0.888025045394897,1,0,0,0,1,0,0,0,0,0.896200001239777,0,174,0.948275864124298,1.00574707984924,0,0,0,0,0,0,1,0,0,0,0,0.195968508720398,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1391. Bayandur, Club",46,"Shirak","Tec#46","Gyumri",0.00300000002607703,0.408300012350082,0.0710000023245811,0.0324999988079071,0,0.00589999975636601,0,0.00589999975636601,0.473399996757507,338,1391,0,0,0,1,"1391. Bayandur, Club",0.142900004982948,0.857100009918213,336,0,0,0.663770139217377,1,0,0,0,1,0,0,0,0,0.66525000333786,1,463,0.730021595954895,0.725701928138733,0,0,0,0,0,0,1,0,0,0,0,0.245464459061623,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1503. Arpeni, Club",48,"Shirak","Tec#48","Gyumri",0,0.0202999990433455,0.101499997079372,0.0101999994367361,0,0,0,0,0.868000030517578,197,1503,0,0,0,1,"1503. Arpeni, Club",0.155599996447563,0.84440004825592,225,0,0,0.888766288757324,1,0,0,0,1,0,0,0,0,0.856199979782104,1,230,0.856521725654602,0.97826087474823,0,0,0,0,0,0,1,0,0,0,0,0.204934194684029,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1561. Panik, Cultural House",50,"Shirak","Tec#50","Artik",0.00340000004507601,0.126300007104874,0.464800000190735,0.0421000011265278,0,0.00340000004507601,0.0009000000427477,0.0009000000427477,0.35819998383522,1164,1561,1,0,0,0,"1561. Panik, Cultural House",0.549099981784821,0.450899988412857,1171,0,0,0.58908212184906,0,1,0,0,0,1,0,0,1,0.404549986124039,0,1902,0.611987352371216,0.615667700767517,0,0,0,0,0,0,1,0,0,0,0,0.578038513660431,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1569. Hayrenyats, cultural center",50,"Shirak","Tec#50","Artik",0.00300000002607703,0.136399999260902,0.178799986839294,0.00910000037401915,0,0,0,0.00300000002607703,0.669700026512146,330,1569,0,0,0,1,"1569. Hayrenyats, cultural center",0.218500003218651,0.781500041484833,302,0,0,0.775698006153107,1,0,0,0,1,0,0,0,0,0.725600004196167,0,431,0.765661239624023,0.700696051120758,0,0,0,0,0,0,1,0,0,0,0,0.239591419696808,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1411. Gyumri, N 18 kindergarten",47,"Shirak","Tec#47","Gyumri",0.00130000000353903,0.16889999806881,0.201800003647804,0.0409000031650066,0.00260000000707805,0.00529999984428287,0,0,0.579199969768524,758,1411,0,0,0,1,"1411. Gyumri, N 18 kindergarten",0.237900003790855,0.762099981307983,971,0,0,0.72409600019455,1,0,0,0,1,0,0,0,0,0.670650005340576,1,1725,0.439420282840729,0.562898576259613,0,0,0,0,0,0,1,0,0,0,0,0.534417748451233,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1606. Shaghat, Club",51,"Shirak","Tec#51","Goris",0,0.159299999475479,0.207999989390373,0.0154999997466803,0,0,0,0.00439999997615814,0.612800002098084,452,1606,0,0,1,1,"1606. Shaghat, Club",0.351000010967255,0.648999989032745,490,1,0,0.743254363536835,0,0,1,0,0,0,1,0,1,0.630900025367737,0,624,0.724358975887299,0.785256385803223,0,0,0,0,0,0,1,0,0,0,0,0.276458263397217,77.8955993652344,247824,70,3540.3427734375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1386. Azatan, Cultural House",46,"Shirak","Tec#46","Gyumri",0.00109999999403954,0.364500015974045,0.301499992609024,0.0252000000327826,0,0.00209999992512167,0,0,0.3057000041008,952,1386,0,0,0,1,"1386. Azatan, Cultural House",0.363200008869171,0.636799991130829,1173,0,0,0.56814968585968,1,0,0,0,1,0,0,0,0,0.471249997615814,1,1693,0.562315404415131,0.692852914333344,0,0,0,0,0,0,1,0,0,0,0,0.526454925537109,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1381. Gyumri, bus reparing factory",46,"Shirak","Tec#46","Gyumri",0,0.150399997830391,0.189400002360344,0.0542999990284443,0,0.00139999995008111,0.00139999995008111,0,0.603100001811981,718,1381,0,0,0,1,"1381. Gyumri, bus reparing factory",0.179899990558624,0.820100009441376,1023,0,0,0.737723529338837,1,0,0,0,1,0,0,0,0,0.711600005626678,1,1725,0.416231870651245,0.593043506145477,0,0,0,0,0,0,1,0,0,0,0,0.534417748451233,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1404. Karaberd, School",46,"Shirak","Tec#46","Gyumri",0.00499999988824129,0.208999991416931,0.203999996185303,0.0148999998345971,0.00249999994412065,0.0223999992012978,0.00249999994412065,0,0.539799988269806,402,1404,0,0,0,1,"1404. Karaberd, School",0.287999987602234,0.712000072002411,434,0,0,0.701630651950836,1,0,0,0,1,0,0,0,0,0.625900030136108,1,705,0.570212781429291,0.615602850914001,0,0,0,0,0,0,1,0,0,0,0,0.2929348051548,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1463. Vahramberd, School",48,"Shirak","Tec#48","Gyumri",0.00839999970048666,0.185300007462502,0.221100002527237,0.00839999970048666,0,0,0.00209999992512167,0,0.574699997901917,475,1463,1,1,0,0,"1463. Vahramberd, School",0.114900000393391,0.88510000705719,557,0,0,0.707086622714996,0,1,0,0,0,1,0,0,1,0.729900002479553,1,687,0.691411912441254,0.810771465301514,0,0,0,0,0,0,1,0,0,0,0,0.289223909378052,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1435. Haykavan, Cultural House",47,"Shirak","Tec#47","Gyumri",0.0015999999595806,0.109099999070168,0.294799983501434,0.0471999980509281,0,0.00330000021494925,0.00330000021494925,0.00330000021494925,0.537500023841858,614,1435,0,0,0,1,"1435. Haykavan, Cultural House",0.402700006961823,0.597299993038177,658,0,0,0.700319170951843,1,0,0,0,1,0,0,0,0,0.567399978637695,1,831,0.738868832588196,0.79181706905365,0,0,0,0,0,0,1,0,0,0,0,0.319670021533966,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1423. Gyumri, N 8 kindergarten",47,"Shirak","Tec#47","Gyumri",0.00720000034198165,0.158000007271767,0.138699993491173,0.032600000500679,0,0.00720000034198165,0,0.00360000017099082,0.652600049972534,829,1423,0,0,1,1,"1423. Gyumri, N 8 kindergarten",0.198500007390976,0.801500022411346,1209,1,0,0.765947818756104,0,0,1,0,0,0,1,0,1,0.727050065994263,1,1956,0.4238241314888,0.618098139762878,0,0,0,0,0,0,1,0,0,0,0,0.591139197349548,77.8955993652344,247824,70,3540.3427734375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1393. Anipemza, Cultural House",46,"Shirak","Tec#46","Gyumri",0,0.148400008678436,0.208799988031387,0.0109999999403954,0,0,0,0,0.631900012493134,182,1393,0,0,0,1,"1393. Anipemza, Cultural House",0.416200041770935,0.58380001783371,197,0,0,0.754144906997681,1,0,0,0,1,0,0,0,0,0.607850015163422,1,310,0.587096750736237,0.635483860969543,0,0,0,0,0,0,1,0,0,0,0,0.218264371156693,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1613. Tolors, School",51,"Shirak","Tec#51","Goris",0,0.050500001758337,0.18690000474453,0.0100999996066093,0,0.00509999971836805,0,0,0.747500002384186,198,1613,1,0,0,0,"1613. Tolors, School",0.0443999990820885,0.955600023269653,225,0,0,0.801272213459015,0,1,0,0,0,1,0,0,1,0.851549983024597,0,265,0.74716979265213,0.849056601524353,0,0,0,0,0,0,1,0,0,0,0,0.210690528154373,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1426. Gyumri, 'Zhek' buliding",47,"Shirak","Tec#47","Gyumri",0.00930000003427267,0.161200001835823,0.161200001835823,0.0278999991714954,0,0.0124000003561378,0.00310000008903444,0.0015999999595806,0.623300015926361,645,1426,1,0,0,0,"1426. Gyumri, 'Zhek' buliding",0.256099998950958,0.743900001049042,824,0,0,0.733576357364655,0,1,0,0,0,1,0,0,1,0.683600008487701,1,1971,0.327245056629181,0.418061912059784,0,0,0,0,0,0,1,0,0,0,0,0.594756245613098,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1595. Gorayk, Club",51,"Shirak","Tec#51","Goris",0.00839999970048666,0.139200001955032,0.362900018692017,0.0379999987781048,0,0.00419999985024333,0,0,0.447299987077713,237,1595,0,0,0,1,"1595. Gorayk, Club",0.363999962806702,0.635999977588654,250,0,0,0.648888230323792,1,0,0,0,1,0,0,0,0,0.541649997234344,0,304,0.779605269432068,0.822368443012238,0,0,0,0,0,0,1,0,0,0,0,0.217243298888206,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1635. Tandztap, Cultural House",51,"Shirak","Tec#51","Goris",0,0.0434999987483025,0.0217000003904104,0.0217000003904104,0,0.0217000003904104,0,0.0217000003904104,0.869599997997284,46,1635,0,0,0,1,"1635. Tandztap, Cultural House",0.0425999984145164,0.95740008354187,47,0,0,0.889678597450256,1,0,0,0,1,0,0,0,0,0.913500010967255,0,59,0.779660999774933,0.796610176563263,0,0,0,0,0,0,1,0,0,0,0,0.178494811058044,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1618. Darbas, kindergarten",51,"Shirak","Tec#51","Goris",0,0.0555999986827374,0.277799993753433,0.00980000011622906,0,0.00330000021494925,0,0,0.653599977493286,306,1618,0,0,1,1,"1618. Darbas, kindergarten",0.269400000572205,0.730599999427795,360,1,0,0.766517996788025,0,0,1,0,0,0,1,0,1,0.692099988460541,0,459,0.666666686534882,0.7843137383461,0,0,0,0,0,0,1,0,0,0,0,0.244725048542023,77.8955993652344,247824,70,3540.3427734375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1508. Sarapat, 8 year education service school",48,"Shirak","Tec#48","Gyumri",0,0.180300012230873,0.196700006723404,0.0164000000804663,0,0,0,0,0.606599986553192,61,1508,0,0,0,1,"1508. Sarapat, 8 year education service school",0.272700011730194,0.727299928665161,66,0,0,0.739719152450562,1,0,0,0,1,0,0,0,0,0.666949987411499,1,81,0.753086447715759,0.814814805984497,0,0,0,0,0,0,1,0,0,0,0,0.181740611791611,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1576. Maralik, outschool activity c enter",50,"Shirak","Tec#50","Artik",0.00289999996311963,0.341600000858307,0.222399994730949,0.0377999991178513,0,0.00579999992623925,0,0.00150000001303852,0.388100028038025,688,1576,0,0,1,1,"1576. Maralik, outschool activity c enter",0.432500004768372,0.567499995231628,659,1,0,0.615133166313171,0,0,1,0,0,0,1,0,1,0.477800011634827,0,1159,0.593615174293518,0.568593621253967,0,0,0,0,0,0,1,0,0,0,0,0.39470186829567,77.8955993652344,247824,70,3540.3427734375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1596. Aghitu, School",51,"Shirak","Tec#51","Goris",0.00419999985024333,0.0542000010609627,0.224999994039536,0.0082999998703599,0,0.00419999985024333,0,0,0.704199969768524,240,1596,1,0,1,0,"1596. Aghitu, School",0.125,0.875,256,1,0,0.777671277523041,0,0,0,1,0,0,0,1,1,0.789600014686584,0,303,0.792079210281372,0.844884514808655,0,0,0,0,0,0,1,0,0,0,0,0.217073455452919,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1623. Akner, School",51,"Shirak","Tec#51","Goris",0,0.0486999973654747,0.444900006055832,0.0974999964237213,0,0.0063999998383224,0,0.00419999985024333,0.398300021886826,472,1623,0,0,0,1,"1623. Akner, School",0.150199994444847,0.849799931049347,546,0,0,0.62094908952713,1,0,0,0,1,0,0,0,0,0.62405002117157,0,696,0.678160905838013,0.784482777118683,0,0,0,0,0,0,1,0,0,0,0,0.291075885295868,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1431. Gyumri, trolley-bus parking place",47,"Shirak","Tec#47","Gyumri",0.00260000000707805,0.086499996483326,0.141499996185303,0.0130999991670251,0,0.00260000000707805,0.00130000000353903,0.00130000000353903,0.750999987125397,763,1431,0,0,0,1,"1431. Gyumri, trolley-bus parking place",0.202399998903275,0.797599971294403,662,0,0,0.822054266929626,1,0,0,0,1,0,0,0,0,0.7742999792099,1,1376,0.554505825042725,0.481104642152786,0,0,0,0,0,0,1,0,0,0,0,0.447496771812439,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1624. Khoznavar, Club",51,"Shirak","Tec#51","Goris",0,0.0729999989271164,0.303400009870529,0.0448999963700771,0,0,0,0,0.578700006008148,178,1624,0,0,0,1,"1624. Khoznavar, Club",0.333299994468689,0.666700005531311,195,0,0,0.723810911178589,1,0,0,0,1,0,0,0,0,0.622699975967407,0,235,0.757446825504303,0.829787254333496,0,0,0,0,0,0,1,0,0,0,0,0.205749332904816,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1421. Gyumri, 'Huys' orphanage",47,"Shirak","Tec#47","Gyumri",0.00170000002253801,0.182000011205673,0.202399998903275,0.0493000000715256,0.00170000002253801,0.00509999971836805,0.00170000002253801,0,0.556100010871887,588,1421,1,0,0,0,"1421. Gyumri, 'Huys' orphanage",0.207300007343292,0.792699992656708,1013,0,0,0.69694858789444,0,1,0,0,0,1,0,0,1,0.674399971961975,1,1547,0.38009050488472,0.654815793037415,0,0,0,0,0,0,1,0,0,0,0,0.490014523267746,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1412. Gyumri, N 37 School",47,"Shirak","Tec#47","Gyumri",0.00150000001303852,0.156199991703033,0.156199991703033,0.0329999998211861,0,0.0044999998062849,0.00150000001303852,0.00150000001303852,0.645599961280823,666,1412,1,0,0,0,"1412. Gyumri, N 37 School",0.198599994182587,0.801400005817413,856,0,0,0.745731055736542,0,1,0,0,0,1,0,0,1,0.72350001335144,1,1502,0.443408787250519,0.569906771183014,0,0,0,0,0,0,1,0,0,0,0,0.478786289691925,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1483. Ardenis, School",48,"Shirak","Tec#48","Gyumri",0,0,0.142900004982948,0,0,0,0,0,0.857100009918213,63,1483,0,0,0,1,"1483. Ardenis, School",0.0644999966025352,0.935500025749207,62,0,0,0.882551193237305,1,0,0,0,1,0,0,0,0,0.89630001783371,1,85,0.74117648601532,0.729411780834198,0,0,0,0,0,0,1,0,0,0,0,0.182335659861565,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1528. Aghuryan, N 1 edcational center",49,"Shirak","Tec#49","Gyumri",0,0.150200009346008,0.177199989557266,0.0223999992012978,0.0009000000427477,0.00559999980032444,0,0.0019000000320375,0.641799986362457,1072,1528,1,0,0,0,"1528. Aghuryan, N 1 edcational center",0.126000002026558,0.874000012874603,1198,0,0,0.743659853935242,0,1,0,0,0,1,0,0,1,0.75789999961853,1,1800,0.595555543899536,0.665555536746979,0,0,0,0,0,0,1,0,0,0,0,0.55300509929657,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1614. Uyts, Club",51,"Shirak","Tec#51","Goris",0,0.0267000012099743,0.0153000000864267,0,0.00380000006407499,0,0,0.00380000006407499,0.950399994850159,262,1614,1,0,1,0,"1614. Uyts, Club",0.0182000007480383,0.981800019741058,275,1,0,0.91186398267746,0,0,0,1,0,0,0,1,1,0.966099977493286,0,334,0.784431159496307,0.823353290557861,0,0,0,0,0,0,1,0,0,0,0,0.222383245825768,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1584. Sisian, creative children's union",51,"Shirak","Tec#51","Goris",0.00249999994412065,0.151199996471405,0.251700013875961,0.0407000035047531,0.00170000002253801,0.00419999985024333,0.00170000002253801,0.0007999999797903,0.545700013637543,1204,1584,1,0,0,0,"1584. Sisian, creative children's union",0.152600005269051,0.847399950027466,1278,0,0,0.691280007362366,0,1,0,0,0,1,0,0,1,0.696550011634827,0,1826,0.659364759922028,0.699890494346619,0,0,0,0,0,0,1,0,0,0,0,0.559416949748993,77.8955993652344,247824,70,3540.3427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  1588. Sisian, N 1 School",51,"Shirak","Tec#51","Goris",0.00069999997504055,0.0788000002503395,0.123100005090237,0.00649999966844916,0,0.0020000000949949,0,0.00130000000353903,0.787600040435791,1535,1588,1,0,1,0,"1588. Sisian, N 1 School",0.212599977850914,0.787400007247925,1651,1,0,0.823128938674927,0,0,0,1,0,0,0,1,1,0.787500023841858,0,1833,0.837424993515015,0.900709211826324,0,0,0,0,0,0,1,0,0,0,0,0.561139941215515,77.8955993652344,247824,70,3540.3427734375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
